Date,MMM,AXP,AMGN,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PG,CRM,TRV,UNH,VZ,V,WBA,WMT
2018-01-01 00:00:00-05:00,214.10061645507812,92.5701904296875,161.6011199951172,39.802284240722656,337.7120666503906,143.84573364257812,101.4478759765625,35.70387268066406,40.88035202026367,105.6821060180664,48.443322541978624,243.6623992919922,179.60829162597656,138.3367156982422,123.14561462402344,41.91047286987305,121.85787963867188,100.06265258789062,152.90408325195312,48.70832824707031,89.72447967529297,65.12908172607422,75.35108947753906,113.91000366210938,134.07969665527344,220.7504425048828,43.03516387939453,120.21734619140625,63.5593376159668,97.65180206298828
2018-02-01 00:00:00-05:00,201.2887725830078,91.13047790527344,159.62071228027344,42.34356689453125,345.18353271484375,137.27792358398438,90.57876586914062,38.775753021240234,37.126468658447266,100.32361602783203,48.443322541978624,239.1509246826172,162.9526824951172,130.92037963867188,117.2253189086914,42.91165542602539,114.52998352050781,100.43608856201172,140.9319305419922,44.573265075683594,88.55345153808594,63.99299240112305,69.04876708984375,116.25,124.3134765625,210.84939575195312,38.429805755615234,118.96900177001953,58.179683685302734,82.45440673828125
2018-03-01 00:00:00-05:00,188.72854614257812,87.17720794677734,149.19650268554688,40.04810333251953,314.009765625,130.84149169921875,93.21327209472656,37.1391716003418,37.30685806274414,97.67840576171875,48.443322541978624,229.72515869140625,159.34983825683594,125.81062316894531,116.55625915527344,45.64822769165039,113.72805786132812,95.62732696533203,140.60073852539062,44.778778076171875,86.59742736816406,63.42974090576172,69.71710968017578,116.30000305175781,124.1882553100586,199.51260375976562,38.49420166015625,115.95777893066406,55.61716079711914,81.50170135498047
2018-04-01 00:00:00-04:00,167.1234893798828,92.28932189941406,152.69715881347656,39.44660186767578,319.4494934082031,128.16036987304688,102.26158905029297,38.35145950317383,37.445526123046875,97.57141876220703,48.443322541978624,217.3842315673828,166.1567840576172,125.9586410522461,110.12185668945312,45.24502182006836,112.25487518310547,94.59252166748047,150.5447540283203,48.81914138793945,88.73224639892578,65.48888397216797,63.614219665527344,120.98999786376953,118.30870819091797,221.12586975097656,39.72582244873047,122.99549102783203,56.449668884277344,81.51761627197266
2018-05-01 00:00:00-04:00,169.5651092529297,92.21365356445312,157.1954345703125,44.604774475097656,337.2626037597656,135.54214477539062,101.59951782226562,37.28061294555664,37.263553619384766,96.73506927490234,48.443322541978624,206.02842712402344,167.730224609375,128.77069091796875,107.34905242919922,48.38290786743164,106.15802001953125,93.52525329589844,143.86447143554688,49.36647415161133,93.77986907958984,68.75422668457031,64.93952941894531,129.3300018310547,115.53978729248047,225.90567016601562,38.85629653930664,126.71795654296875,53.00067901611328,76.06222534179688
2018-06-01 00:00:00-04:00,170.28334045410156,91.93222045898438,162.79185485839844,44.35506057739258,322.91986083984375,121.05194091796875,104.24166870117188,37.559932708740234,38.00882339477539,101.92823791503906,48.443322541978624,201.8965606689453,176.39984130859375,126.04658508300781,107.30410766601562,43.82237243652344,108.48308563232422,91.06935119628906,140.87945556640625,50.33672332763672,93.9671859741211,76.29994201660156,69.27947998046875,136.39999389648438,109.98393249511719,229.48828125,41.008182525634766,128.60128784179688,51.29948425292969,79.4254150390625
2018-07-01 00:00:00-04:00,183.7869110107422,93.35811614990234,173.33949279785156,45.596256256103516,342.9296569824219,128.3059844970703,104.1097412109375,36.91400909423828,40.76918029785156,110.43766021728516,48.443322541978624,217.32916259765625,178.58787536621094,139.69691467285156,111.3212661743164,42.40305709838867,118.4784927368164,100.4646987915039,142.5434112548828,55.046199798583984,101.08546447753906,73.85317993164062,71.78226470947266,137.14999389648438,117.69995880126953,237.6969451904297,42.09228515625,132.76663208007812,57.795257568359375,82.74522399902344
2018-08-01 00:00:00-04:00,182.57505798339844,99.77506256103516,176.21449279785156,54.54347610473633,329.92669677734375,124.64896392822266,97.67037963867188,42.022377014160156,38.96809768676758,109.8156967163086,48.443322541978624,217.67698669433594,181.52633666992188,139.18063354492188,112.51182556152344,42.693973541259766,120.4185562133789,100.68553924560547,146.7869873046875,57.319244384765625,107.04122161865234,78.93291473388672,74.28755950927734,152.67999267578125,119.02041625976562,252.00270080566406,44.831329345703125,142.6217041015625,58.59867477416992,88.89338684082031
2018-09-01 00:00:00-04:00,183.6158447265625,100.25521087646484,184.05545043945312,54.28030014038086,359.7129821777344,136.8939208984375,101.78656768798828,42.79649353027344,40.384483337402344,114.6388931274414,48.443322541978624,205.93556213378906,188.25489807128906,146.3148651123047,117.39972686767578,41.94253158569336,124.35306549072266,99.1565170288086,152.3102264404297,59.2830924987793,109.40454864501953,81.55316925048828,74.53833770751953,159.02999877929688,117.31108856201172,249.73110961914062,44.02325439453125,145.94776916503906,62.70438766479492,87.59091186523438
2018-10-01 00:00:00-04:00,165.79537963867188,96.7153549194336,171.1807403564453,52.62596130371094,343.23138427734375,108.911865234375,92.9381103515625,40.24541473388672,42.21814727783203,112.5704116821289,48.443322541978624,206.9733123779297,159.83717346191406,132.86012268066406,89.6200942993164,41.578895568847656,125.99102020263672,95.79975891113281,161.0596923828125,61.93405532836914,102.17278289794922,72.23497772216797,79.41918182373047,137.24000549316406,113.83003234863281,246.1563262939453,47.074134826660156,134.0455322265625,68.61357879638672,93.53229522705078
