Date,Close
2018-01-01 00:00:00-05:00,1251.4200439453125
2018-02-01 00:00:00-05:00,1201.8699951171875
2018-03-01 00:00:00-05:00,1157.3699951171875
2018-04-01 00:00:00-04:00,1160.72998046875
2018-05-01 00:00:00-04:00,1188.9100341796875
2018-06-01 00:00:00-04:00,1194.5
2018-07-01 00:00:00-04:00,1241.760009765625
2018-08-01 00:00:00-04:00,1286.9000244140625
2018-09-01 00:00:00-04:00,1294.27001953125
2018-10-01 00:00:00-04:00,1208.8399658203125
2018-11-01 00:00:00-04:00,1225.18994140625
2018-12-01 00:00:00-05:00,1113.8699951171875
2019-01-01 00:00:00-05:00,1191.6800537109375
2019-02-01 00:00:00-05:00,1223.550048828125
2019-03-01 00:00:00-05:00,1251.56005859375
2019-04-01 00:00:00-04:00,1305.199951171875
2019-05-01 00:00:00-04:00,1215.02001953125
2019-06-01 00:00:00-04:00,1297.4599609375
2019-07-01 00:00:00-04:00,1317.0899658203125
2019-08-01 00:00:00-04:00,1292.3800048828125
2019-09-01 00:00:00-04:00,1315.25
2019-10-01 00:00:00-04:00,1349.760009765625
2019-11-01 00:00:00-04:00,1398.6300048828125
2019-12-01 00:00:00-05:00,1442.1700439453125
2020-01-01 00:00:00-05:00,1446.7099609375
2020-02-01 00:00:00-05:00,1324.4300537109375
2020-03-01 00:00:00-05:00,1187.47998046875
2020-04-01 00:00:00-04:00,1338.02001953125
2020-05-01 00:00:00-04:00,1389.6300048828125
2020-06-01 00:00:00-04:00,1427.22998046875
2020-07-01 00:00:00-04:00,1504.9300537109375
2020-08-01 00:00:00-04:00,1638.93994140625
2020-09-01 00:00:00-04:00,1560.5799560546875
2020-10-01 00:00:00-04:00,1507.6500244140625
2020-11-01 00:00:00-04:00,1658.77001953125
2020-12-01 00:00:00-05:00,1720.5
2021-01-01 00:00:00-05:00,1709.75
2021-02-01 00:00:00-05:00,1731.4200439453125
2021-03-01 00:00:00-05:00,1801.8800048828125
2021-04-01 00:00:00-04:00,1900.8299560546875
2021-05-01 00:00:00-04:00,1904.550048828125
2021-06-01 00:00:00-04:00,1964.75
2021-07-01 00:00:00-04:00,2011.75
2021-08-01 00:00:00-04:00,2079.169921875
2021-09-01 00:00:00-04:00,1977.5
2021-10-01 00:00:00-04:00,2121.949951171875
2021-11-01 00:00:00-04:00,2117.510009765625
2021-12-01 00:00:00-05:00,2194.580078125
2022-01-01 00:00:00-05:00,2092.610107421875
2022-02-01 00:00:00-05:00,2008.1600341796875
2022-03-01 00:00:00-05:00,2085.75
2022-04-01 00:00:00-04:00,1879.5699462890625
2022-05-01 00:00:00-04:00,1871.6099853515625
2022-06-01 00:00:00-04:00,1725.6099853515625
2022-07-01 00:00:00-04:00,1885.5899658203125
2022-08-01 00:00:00-04:00,1797.949951171875
2022-09-01 00:00:00-04:00,1625.760009765625
2022-10-01 00:00:00-04:00,1740.510009765625
2022-11-01 00:00:00-04:00,1767.8499755859375
2022-11-11 00:00:00-05:00,1769.3399658203125
